,1,2,3,4,5,6,B
872,43,30,4,32,33,2,29
873,12,13,39,33,5,3,38
874,19,23,28,15,1,42,32
875,22,34,19,44,39,30,36
876,42,16,26,34,5,21,24
877,18,23,17,43,5,22,12
878,16,2,6,11,25,31,3
879,35,15,4,14,10,1,20
880,23,24,45,19,7,17,38
881,32,4,27,18,20,26,9
882,39,18,45,34,43,44,23
883,37,18,44,32,33,9,22
884,4,28,45,37,23,14,17
885,24,1,39,45,3,27,31
886,23,28,42,19,45,37,2
887,36,17,14,27,45,8,10
888,38,7,34,12,3,31,32
889,42,3,13,29,38,39,26
890,4,1,18,14,29,37,6
891,9,13,31,39,41,28,19
892,9,17,42,18,4,26,36
893,15,25,17,1,41,23,10
894,40,43,37,32,41,19,45
895,38,39,31,16,41,26,23
896,26,5,45,12,25,38,23
897,36,12,26,7,22,6,29
898,37,21,35,28,42,18,17
899,20,21,8,39,19,33,37
900,13,16,18,35,38,7,14
901,5,23,30,18,34,20,21
902,19,23,39,36,24,7,30
903,15,2,21,16,22,28,45
904,8,6,43,26,45,2,11
905,4,40,38,16,3,27,20
906,28,5,31,2,14,32,20
907,44,27,38,21,29,40,37
908,3,21,44,16,23,22,30
909,34,24,35,7,30,29,33
910,39,17,11,27,35,1,31
911,4,5,12,14,42,32,35
912,5,21,22,8,18,38,10
913,21,16,27,37,14,6,40
914,44,42,24,16,33,19,27
915,37,22,13,2,11,6,14
916,21,36,35,6,22,32,17
917,27,23,43,24,1,3,34
918,12,7,11,31,33,38,5
919,18,42,14,9,17,44,35
920,3,34,26,43,2,33,29
921,41,5,22,7,28,12,1
922,2,6,13,27,43,17,36
923,41,36,23,18,17,3,26
924,42,44,3,34,11,43,13
925,39,24,34,13,42,32,4
926,25,18,31,16,20,10,6
927,15,43,41,22,4,38,26
928,44,20,4,3,10,28,30
929,9,19,7,15,23,12,4
930,25,44,21,39,8,38,28
931,15,35,14,43,25,23,32
932,37,38,36,15,6,1,5
933,45,36,31,23,29,27,37
934,39,36,3,30,1,33,12
935,32,38,4,44,10,20,18
936,17,18,29,7,11,13,43
937,29,2,40,10,13,22,26
938,31,4,16,10,36,8,9
939,4,45,39,42,28,11,6
940,22,24,41,3,20,15,11
941,39,12,40,14,27,25,35
942,12,10,43,35,42,18,39
943,45,13,1,8,44,36,39
944,33,32,19,13,2,16,42
945,37,9,30,10,33,15,26
946,34,19,30,9,18,40,20
947,27,17,35,20,3,8,26
948,30,18,13,41,31,38,5
949,36,21,44,40,35,14,30
950,22,4,28,3,15,40,10
951,2,12,39,30,31,43,38
952,41,24,33,12,4,22,38
953,37,7,27,22,42,9,34
954,26,41,30,28,1,9,32
955,23,26,33,29,4,9,8
956,11,25,41,20,10,21,40
957,4,40,24,15,36,35,1
958,2,16,35,37,10,9,1
959,1,14,40,41,24,15,35
960,30,2,32,45,24,18,14
961,11,29,33,42,31,20,43
962,34,28,43,1,31,18,40
963,19,42,6,34,23,12,35
964,39,6,21,38,43,36,30
965,2,29,25,28,13,36,34
966,21,37,25,34,29,1,36
967,6,37,13,1,38,40,9
968,39,24,2,12,5,14,33
969,45,9,29,40,3,10,7
970,21,28,11,36,16,9,5
971,17,2,21,26,18,6,7
972,37,17,39,23,3,6,26
973,26,22,41,42,31,37,24
974,2,16,44,11,1,39,32
975,9,17,8,22,24,7,5
976,25,35,14,12,4,37,2
977,44,22,14,9,2,10,16
978,7,15,34,1,32,42,8
979,33,7,11,16,27,21,24
980,16,23,3,13,35,24,14
981,27,45,43,41,36,37,32
982,44,7,21,5,13,20,33
983,31,13,35,23,26,43,15
984,37,36,10,35,23,3,18
985,23,21,44,34,30,17,19
986,10,7,42,28,41,16,40
987,23,29,2,38,15,4,7
988,13,31,41,2,30,20,27
989,21,18,27,29,17,33,26
990,36,26,37,4,25,2,28
991,18,13,25,33,31,44,38
992,20,33,45,26,12,44,24
993,6,24,14,43,18,16,44
994,24,27,1,35,3,8,28
995,29,13,4,39,1,38,7
996,6,11,24,15,32,39,28
997,16,7,4,44,24,14,20
998,18,45,13,20,17,42,41
999,9,1,28,3,18,14,34
1000,19,2,8,22,42,32,39
1000,12,14,10,20,6,42,15
